cod_item,periodo,mao_de_obra,materia_prima,gasto_geral
147,07/2022,671.0,50.55,258.98
147,08/2022,137.4,1366.89,6.57
147,09/2022,682.93,820.34,400.74
147,10/2022,301.61,854.54,131.35
147,11/2022,906.11,1269.19,319.99
147,12/2022,818.1,312.9,48.85
147,01/2023,239.27,1253.04,336.38
147,02/2023,424.95,591.03,324.31
147,03/2023,921.85,358.37,263.27
147,04/2023,336.78,269.96,168.59
147,05/2023,421.19,871.47,34.31
147,06/2023,705.82,225.74,149.57
147,07/2023,542.18,921.21,465.92
148,01/2021,238.9,11.52,55.14
148,02/2021,92.17,1054.64,483.02
148,03/2021,597.49,206.22,479.7
148,04/2021,760.54,824.29,173.11
148,05/2021,847.39,1486.0,495.87
148,06/2021,221.79,166.46,399.82
148,07/2021,629.8,392.07,63.18
148,08/2021,408.15,641.78,102.65
148,09/2021,170.01,1048.05,213.38
148,10/2021,767.94,55.22,217.83
148,11/2021,781.54,1127.13,414.09
148,12/2021,246.68,637.11,403.61
148,01/2022,509.03,545.53,210.15
148,02/2022,190.79,1140.59,28.63
148,03/2022,924.93,493.71,135.13
148,04/2022,589.58,1185.46,344.21
148,05/2022,233.22,1234.88,149.04
148,06/2022,513.2,1444.55,285.31
148,07/2022,533.23,417.3,350.44
148,08/2022,976.8,394.9,193.78
148,09/2022,406.48,1299.05,334.26
148,10/2022,411.66,531.44,142.65
148,11/2022,930.15,835.85,96.24
148,12/2022,284.47,114.37,367.37
148,01/2023,265.42,1419.46,211.81
148,02/2023,339.65,121.69,269.13
148,03/2023,547.19,1379.32,415.62
148,04/2023,845.71,215.33,253.04
148,05/2023,863.12,82.86,11.41
148,06/2023,281.7,318.48,137.35
148,07/2023,314.84,1066.38,123.75
149,01/2021,585.93,1389.52,33.77
149,02/2021,304.38,578.22,494.2
149,03/2021,742.09,1254.5,346.47
149,04/2021,998.9,783.39,39.37
149,05/2021,386.33,1231.87,359.61
149,06/2021,409.92,690.95,484.74
149,07/2021,280.63,31.73,376.0
149,08/2021,856.06,1008.68,59.82
149,09/2021,263.71,1186.59,8.89
149,10/2021,123.5,1115.6,257.49
149,11/2021,757.88,102.76,291.35
149,12/2021,410.28,1161.32,311.98
149,01/2022,378.23,851.82,124.85
149,02/2022,402.95,33.1,133.63
149,03/2022,587.38,273.69,154.6
149,04/2022,234.42,822.89,51.32
149,05/2022,995.54,1414.79,120.3
149,06/2022,730.73,243.95,177.81
149,07/2022,641.9,448.39,116.63
149,08/2022,834.93,1493.39,168.9
149,09/2022,420.04,536.68,10.99
149,10/2022,353.05,1079.71,131.49
149,11/2022,901.28,227.17,438.99
149,12/2022,100.03,1267.86,308.47
149,01/2023,282.54,1122.59,342.38
149,02/2023,738.01,619.9,499.88
149,03/2023,673.53,590.19,114.71
149,04/2023,97.46,859.12,409.2
149,05/2023,95.06,138.31,262.37
149,06/2023,980.56,128.35,247.49
149,07/2023,416.45,608.21,46.53
150,01/2021,454.91,509.61,183.53
150,02/2021,911.99,461.04,138.58
150,03/2021,843.19,1288.73,237.08
150,04/2021,128.33,1335.93,179.23
150,05/2021,660.35,421.28,30.25
150,06/2021,676.47,824.65,8.34
150,07/2021,804.14,1000.03,174.41
150,08/2021,759.13,282.33,315.02
150,09/2021,818.09,1061.36,62.54
150,10/2021,124.37,691.95,488.87
150,11/2021,482.83,696.9,156.58
150,12/2021,381.42,1486.0,187.34
150,01/2022,159.06,133.18,199.91
150,02/2022,76.6,876.46,258.79
150,03/2022,462.07,901.4,108.43
150,04/2022,36.41,1454.17,371.85
150,05/2022,664.99,1405.89,295.37
150,06/2022,190.27,1479.07,85.15
150,07/2022,196.06,426.96,411.33
150,08/2022,946.7,1154.46,49.06
150,09/2022,950.64,1366.76,479.13
150,10/2022,733.25,687.72,467.32
150,11/2022,476.47,253.54,445.35
150,12/2022,146.66,921.72,482.38
150,01/2023,183.18,896.79,291.71
150,02/2023,875.65,1189.84,182.08
150,03/2023,201.27,988.76,43.44
150,04/2023,982.68,558.94,164.66
150,05/2023,381.39,937.3,35.59
150,06/2023,189.48,796.71,63.32
150,07/2023,407.58,246.38,123.85
151,01/2021,801.08,213.97,88.94
151,02/2021,453.47,657.9,239.17
151,03/2021,768.26,707.42,230.28
151,04/2021,425.55,1214.83,37.8
151,05/2021,143.09,1338.82,371.21
151,06/2021,614.26,615.73,290.78
151,07/2021,915.28,262.08,247.74
151,08/2021,411.92,342.96,117.0
151,09/2021,94.68,239.88,319.69
151,10/2021,213.24,548.85,33.09
151,11/2021,316.27,1480.31,418.4
151,12/2021,975.08,1107.63,81.06
151,01/2022,722.22,583.9,79.97
151,02/2022,510.76,944.64,400.8
151,03/2022,392.69,909.66,166.48
151,04/2022,711.64,876.83,124.02
151,05/2022,346.45,902.43,125.59
151,06/2022,498.81,199.05,491.25
151,07/2022,670.82,1462.31,404.67
151,08/2022,592.77,1402.59,248.88
151,09/2022,162.22,1067.86,398.7
151,10/2022,853.47,907.73,162.14
151,11/2022,887.95,679.18,454.58
151,12/2022,459.42,783.38,403.58
151,01/2023,34.07,580.43,277.92
151,02/2023,884.36,574.32,377.08
151,03/2023,927.17,493.03,270.08
151,04/2023,385.07,1398.88,75.52
151,05/2023,426.3,1118.44,187.31
151,06/2023,752.85,1212.69,235.52
151,07/2023,634.28,1385.81,480.74
152,01/2021,527.75,1265.79,58.12
152,02/2021,447.69,750.11,448.38
152,03/2021,403.33,149.85,4.29
152,04/2021,978.94,854.88,373.21
152,05/2021,237.59,1454.37,323.74
152,06/2021,581.88,301.87,137.17
152,07/2021,435.11,1053.83,118.2
152,08/2021,990.6,1302.29,191.43
152,09/2021,727.31,560.13,254.46
152,10/2021,808.59,720.63,264.48
152,11/2021,824.77,1009.5,253.5
152,12/2021,785.26,1004.67,460.45
152,01/2022,423.16,683.27,158.89
152,02/2022,972.53,1215.75,400.54
152,03/2022,724.73,191.75,39.8
152,04/2022,211.83,953.46,418.17
152,05/2022,771.8,1262.06,432.61
152,06/2022,59.58,1415.31,292.86
152,07/2022,487.82,977.59,119.77
152,08/2022,958.21,1344.97,98.78
152,09/2022,746.3,202.68,103.81
152,10/2022,692.99,819.93,208.36
152,11/2022,992.47,701.17,76.64
152,12/2022,878.48,1360.02,341.55
152,01/2023,970.42,869.31,280.38
152,02/2023,636.55,283.85,467.79
152,03/2023,97.41,1282.01,217.37
152,04/2023,896.06,528.19,438.88
152,05/2023,182.78,1484.87,479.68
152,06/2023,271.92,383.65,123.42
152,07/2023,9.54,1341.06,76.43
153,01/2021,150.6,1310.28,121.69
153,02/2021,77.08,1043.58,374.89
153,03/2021,574.18,1152.6,370.95
153,04/2021,4.43,1243.37,289.74
153,05/2021,432.29,1222.77,157.38
153,06/2021,481.12,196.12,202.1
153,07/2021,414.67,1480.76,158.25
153,08/2021,92.86,1110.65,183.86
153,09/2021,261.16,1231.12,321.41
153,10/2021,613.5,124.54,335.83
153,11/2021,858.68,703.29,494.88
153,12/2021,825.39,277.93,481.59
153,01/2022,383.43,690.75,156.01
153,02/2022,587.02,654.45,186.86
153,03/2022,529.24,480.07,270.09
153,04/2022,1.31,1066.06,276.88
153,05/2022,554.23,747.63,390.91
153,06/2022,875.54,736.43,322.22
153,07/2022,138.59,1212.99,282.21
153,08/2022,415.76,1388.2,310.82
153,09/2022,486.53,1010.83,467.06
153,10/2022,8.52,5.14,360.14
153,11/2022,701.19,772.94,125.12
153,12/2022,427.07,495.13,498.45
153,01/2023,159.56,1332.25,65.74
153,02/2023,514.72,769.4,444.37
153,03/2023,267.05,182.9,399.12
153,04/2023,274.83,286.29,213.1
153,05/2023,456.63,1120.41,30.74
153,06/2023,122.95,1417.4,283.23
153,07/2023,27.75,1262.31,11.47
154,01/2021,331.09,1227.81,24.01
154,02/2021,567.27,1162.69,232.69
154,03/2021,527.63,520.41,427.23
154,04/2021,934.85,695.68,449.43
154,05/2021,470.45,1198.15,449.21
154,06/2021,784.82,258.25,145.13
154,07/2021,284.15,1225.28,8.48
154,08/2021,743.62,872.75,198.73
154,09/2021,36.99,1483.98,373.63
154,10/2021,644.92,1087.55,496.4
154,11/2021,333.05,1495.76,120.16
154,12/2021,146.44,682.78,40.54
154,01/2022,790.86,950.47,24.64
154,02/2022,372.21,285.92,310.22
154,03/2022,238.54,1341.83,168.71
154,04/2022,420.59,184.85,283.18
154,05/2022,763.61,1018.18,400.86
154,06/2022,119.96,30.43,449.47
154,07/2022,238.28,1026.57,74.41
154,08/2022,126.92,753.14,483.61
154,09/2022,360.68,1004.77,21.21
154,10/2022,445.5,60.9,77.0
154,11/2022,909.04,791.79,52.63
154,12/2022,917.44,1017.26,218.68
154,01/2023,514.53,478.14,453.09
154,02/2023,194.63,974.79,352.82
154,03/2023,740.15,1033.64,59.11
154,04/2023,197.2,639.15,1.64
154,05/2023,465.67,1295.6,37.48
154,06/2023,779.36,481.04,493.98
154,07/2023,943.5,623.79,354.02
155,01/2021,205.08,388.51,322.56
155,02/2021,991.56,941.18,92.43
155,03/2021,657.67,1360.59,260.3
155,04/2021,586.67,54.25,267.8
155,05/2021,261.08,329.1,57.63
155,06/2021,780.84,947.02,408.6
155,07/2021,961.64,1094.65,67.04
155,08/2021,786.29,224.57,145.55
155,09/2021,280.83,1074.91,185.91
155,10/2021,967.73,1441.64,279.96
155,11/2021,288.49,1482.62,70.59
155,12/2021,838.86,368.32,464.24
155,01/2022,324.75,1316.78,381.88
155,02/2022,244.14,1363.06,110.19
155,03/2022,712.93,746.74,359.68
155,04/2022,643.29,1032.74,353.1
155,05/2022,46.14,185.81,400.58
155,06/2022,916.31,137.22,393.64
155,07/2022,965.72,596.6,404.82
155,08/2022,446.77,1420.27,439.05
155,09/2022,116.33,1.96,162.89
155,10/2022,519.04,1122.92,237.0
155,11/2022,706.1,1312.7,382.85
155,12/2022,691.75,143.72,479.78
155,01/2023,618.33,278.54,210.6
155,02/2023,44.05,1258.62,452.4
155,03/2023,230.66,942.4,490.36
155,04/2023,40.04,697.06,94.18
155,05/2023,544.02,290.55,72.35
155,06/2023,600.66,162.18,171.46
155,07/2023,880.48,1170.4,444.92
156,01/2021,486.46,660.0,59.86
156,02/2021,678.38,737.94,134.31
156,03/2021,595.82,578.61,177.79
156,04/2021,127.52,23.55,438.33
156,05/2021,496.2,1268.61,496.57
156,06/2021,579.11,1115.2,327.55
156,07/2021,592.4,751.51,379.42
156,08/2021,366.22,1046.52,195.09
156,09/2021,486.17,56.75,259.67
156,10/2021,961.65,1309.08,285.17
156,11/2021,965.92,478.24,222.64
156,12/2021,87.29,190.46,337.71
156,01/2022,384.31,344.14,250.19
156,02/2022,604.03,342.48,117.32
156,03/2022,502.6,476.4,224.4
156,04/2022,248.44,1026.86,203.91
156,05/2022,559.04,1314.85,360.34
156,06/2022,668.87,1323.46,288.97
156,07/2022,625.16,248.4,491.15
156,08/2022,15.99,1333.44,302.09
156,09/2022,689.28,736.34,59.71
156,10/2022,239.63,1447.67,98.91
156,11/2022,375.93,507.19,252.43
156,12/2022,325.85,128.31,86.61
156,01/2023,681.06,920.98,77.48
156,02/2023,975.33,978.45,206.84
156,03/2023,608.72,1070.35,380.07
156,04/2023,586.37,1288.05,49.91
156,05/2023,259.62,885.39,59.97
156,06/2023,463.07,1295.16,431.28
156,07/2023,453.58,491.1,283.68
157,01/2021,997.69,712.84,14.17
157,02/2021,931.65,114.5,165.59
157,03/2021,681.8,728.75,99.48
157,04/2021,773.01,635.06,319.77
157,05/2021,12.79,972.08,68.43
157,06/2021,734.5,526.75,359.28
157,07/2021,405.6,238.01,257.65
157,08/2021,42.42,1114.79,74.21
157,09/2021,364.43,47.39,435.6
157,10/2021,98.15,402.7,337.78
157,11/2021,863.73,1407.5,409.86
157,12/2021,415.3,671.62,170.2
157,01/2022,780.62,1191.58,349.81
157,02/2022,358.26,1406.24,371.2
157,03/2022,366.15,1287.56,53.2
157,04/2022,297.64,1291.58,497.46
157,05/2022,659.46,253.5,93.74
157,06/2022,727.91,543.06,70.13
157,07/2022,797.13,1218.44,301.61
157,08/2022,851.06,375.24,468.17
157,09/2022,869.81,1169.52,176.54
157,10/2022,623.11,436.33,474.81
157,11/2022,695.43,1025.81,248.98
157,12/2022,856.17,1065.65,190.47
157,01/2023,9.03,189.93,38.29
157,02/2023,316.66,611.48,126.29
157,03/2023,347.76,233.73,382.2
157,04/2023,539.06,522.27,311.24
157,05/2023,658.57,359.46,152.73
157,06/2023,959.15,309.62,224.06
157,07/2023,491.6,563.7,95.12
158,01/2021,205.06,21.37,361.47
158,02/2021,781.06,632.85,435.41
158,03/2021,963.27,435.62,380.89
158,04/2021,665.09,854.14,479.85
158,05/2021,947.25,1106.79,186.05
158,06/2021,766.92,1321.65,308.09
158,07/2021,816.72,783.09,117.42
158,08/2021,516.38,225.11,6.4
158,09/2021,678.26,619.4,488.35
158,10/2021,590.73,613.97,339.95
158,11/2021,678.5,69.63,387.77
158,12/2021,227.18,1004.65,492.51
158,01/2022,890.53,252.98,176.31
158,02/2022,575.34,208.21,387.05
158,03/2022,398.56,163.34,288.53
158,04/2022,337.51,761.7,34.21
158,05/2022,110.82,473.45,125.6
158,06/2022,54.73,702.79,172.12
158,07/2022,771.52,612.44,472.9
158,08/2022,811.6,1019.7,105.77
158,09/2022,312.58,1126.56,173.12
158,10/2022,664.98,150.06,490.21
158,11/2022,541.96,1007.54,332.4
158,12/2022,925.19,3.66,228.24
158,01/2023,185.38,1159.38,244.13
158,02/2023,963.7,67.63,87.95
158,03/2023,45.52,784.02,337.54
158,04/2023,157.18,1109.51,388.8
158,05/2023,721.32,988.24,361.59
158,06/2023,598.42,253.68,181.44
158,07/2023,367.13,1060.37,455.24
159,01/2021,690.46,1231.89,353.42
159,02/2021,603.88,638.17,96.42
159,03/2021,877.99,944.18,70.98
159,04/2021,640.41,1450.55,310.66
159,05/2021,307.92,809.19,447.39
159,06/2021,242.45,1478.82,144.96
159,07/2021,465.05,83.76,3.56
159,08/2021,718.29,367.76,381.81
159,09/2021,39.23,1274.45,379.8
159,10/2021,14.22,1467.62,237.36
159,11/2021,59.84,939.71,25.39
159,12/2021,813.61,42.96,465.47
159,01/2022,487.84,1419.3,377.32
159,02/2022,500.61,997.89,223.72
159,03/2022,560.18,722.79,176.69
159,04/2022,849.13,553.78,346.64
159,05/2022,974.61,22.69,48.87
159,06/2022,31.49,1157.13,424.98
159,07/2022,896.43,121.36,374.82
159,08/2022,413.66,1407.5,8.38
159,09/2022,862.35,1231.2,91.57
159,10/2022,236.31,26.33,482.49
159,11/2022,492.03,681.66,198.11
159,12/2022,465.4,505.38,334.53
159,01/2023,513.11,76.65,458.14
159,02/2023,792.5,1041.95,214.74
159,03/2023,352.5,1454.64,457.59
159,04/2023,257.52,182.28,333.41
159,05/2023,531.6,943.5,296.23
159,06/2023,574.85,32.72,91.84
159,07/2023,415.92,1080.23,499.34
160,01/2021,437.04,211.9,276.58
160,02/2021,63.26,182.6,381.88
160,03/2021,297.42,1451.71,94.86
160,04/2021,650.07,391.02,92.97
160,05/2021,418.75,775.91,476.75
160,06/2021,854.31,709.49,360.18
160,07/2021,800.96,165.14,354.63
160,08/2021,22.31,549.91,415.36
160,09/2021,297.93,1050.45,62.91
160,10/2021,656.05,682.11,425.42
160,11/2021,554.13,60.44,21.67
160,12/2021,663.43,283.47,121.8
160,01/2022,65.38,730.87,437.99
160,02/2022,221.49,250.65,484.1
160,03/2022,434.28,1348.52,345.91
160,04/2022,318.63,10.5,424.72
160,05/2022,205.62,651.8,390.74
160,06/2022,322.71,790.3,392.4
160,07/2022,159.56,554.79,308.83
160,08/2022,498.11,1078.6,342.05
160,09/2022,500.41,158.13,369.76
160,10/2022,830.86,466.43,117.04
160,11/2022,559.32,1327.7,339.79
160,12/2022,642.73,479.23,138.52
160,01/2023,506.59,1303.7,115.63
160,02/2023,559.78,945.43,223.49
160,03/2023,927.02,1035.94,426.9
160,04/2023,751.69,375.86,82.5
160,05/2023,468.94,20.99,260.82
160,06/2023,782.21,239.93,295.03
160,07/2023,466.82,1114.27,426.1
161,01/2021,542.7,1016.42,300.8
161,02/2021,309.14,1206.22,131.59
161,03/2021,611.34,1435.61,91.04
161,04/2021,791.68,712.5,268.84
161,05/2021,533.72,889.61,26.0
161,06/2021,95.4,1132.21,462.31
161,07/2021,409.42,1381.6,179.1
161,08/2021,520.07,554.08,310.93
161,09/2021,601.55,377.11,371.54
161,10/2021,545.24,579.55,119.64
161,11/2021,229.42,111.11,105.87
161,12/2021,657.17,499.03,278.53
161,01/2022,757.44,871.12,252.39
161,02/2022,529.42,1291.02,448.1
161,03/2022,176.86,292.82,392.54
161,04/2022,974.61,411.13,80.34
161,05/2022,475.62,876.25,63.94
161,06/2022,547.9,994.81,114.05
161,07/2022,762.0,450.27,10.72
161,08/2022,184.94,1321.48,411.43
161,09/2022,530.23,474.06,309.47
161,10/2022,539.35,750.57,186.31
161,11/2022,53.64,1227.2,289.43
161,12/2022,573.43,237.32,4.07
161,01/2023,474.96,854.29,6.82
161,02/2023,117.89,1465.69,449.03
161,03/2023,803.7,580.75,315.8
161,04/2023,227.19,577.13,398.6
161,05/2023,738.54,98.53,284.19
161,06/2023,686.73,1190.64,300.39
161,07/2023,67.95,1029.38,40.74
162,01/2021,326.59,983.65,126.48
162,02/2021,991.92,1458.83,343.73
162,03/2021,674.92,1330.05,187.53
162,04/2021,694.75,157.48,42.99
162,05/2021,692.33,1062.75,161.04
162,06/2021,148.39,1070.46,49.08
162,07/2021,678.06,608.92,446.11
162,08/2021,61.12,194.8,52.2
162,09/2021,594.95,1183.97,207.68
162,10/2021,398.77,810.42,441.07
162,11/2021,245.43,1309.68,305.88
162,12/2021,371.44,945.17,395.85
162,01/2022,521.26,937.49,421.77
162,02/2022,685.73,754.73,307.04
162,03/2022,329.87,802.86,179.59
162,04/2022,562.76,1417.91,227.67
162,05/2022,529.78,968.36,377.73
162,06/2022,656.25,230.95,344.24
162,07/2022,371.17,678.86,393.57
162,08/2022,992.78,1206.31,208.31
162,09/2022,279.87,337.47,296.33
162,10/2022,525.07,1444.45,380.78
162,11/2022,373.64,1048.31,401.07
162,12/2022,126.1,1418.31,335.01
162,01/2023,417.4,793.18,350.02
162,02/2023,468.23,424.99,374.9
162,03/2023,438.48,951.95,252.36
162,04/2023,105.69,487.9,461.82
162,05/2023,564.42,9.69,189.36
162,06/2023,275.63,1073.54,398.23
162,07/2023,609.35,942.14,139.42
163,01/2021,317.71,1370.6,301.87
163,02/2021,402.08,674.62,263.09
163,03/2021,978.02,630.77,310.71
163,04/2021,535.74,1158.95,416.78
163,05/2021,211.23,1384.97,82.12
163,06/2021,542.66,607.25,383.4
163,07/2021,827.79,402.53,147.8
163,08/2021,661.54,417.1,105.66
163,09/2021,203.24,796.24,203.37
163,10/2021,366.35,49.65,26.68
163,11/2021,423.07,280.49,233.44
163,12/2021,149.67,808.16,460.62
163,01/2022,114.43,745.78,106.51
163,02/2022,220.92,113.74,118.81
163,03/2022,281.83,1152.5,495.48
163,04/2022,608.15,952.53,359.83
163,05/2022,543.64,645.95,96.04
163,06/2022,419.97,1154.18,397.54
163,07/2022,109.21,119.91,3.96
163,08/2022,607.97,1345.22,413.57
163,09/2022,463.83,1043.38,44.3
163,10/2022,238.44,299.3,57.51
163,11/2022,169.63,1470.66,15.6
163,12/2022,16.16,926.84,258.13
163,01/2023,761.96,433.58,196.79
163,02/2023,319.04,453.1,87.5
163,03/2023,375.7,502.64,321.86
163,04/2023,646.15,422.07,18.15
163,05/2023,295.6,1442.48,239.46
163,06/2023,95.82,958.75,300.84
163,07/2023,509.22,543.07,145.25
164,01/2021,428.17,799.66,35.45
164,02/2021,968.29,1211.74,110.37
164,03/2021,855.78,1298.42,209.11
164,04/2021,637.79,144.38,195.04
164,05/2021,356.2,1235.48,340.56
164,06/2021,473.99,1114.52,159.07
164,07/2021,342.52,1411.74,272.92
164,08/2021,444.57,962.15,78.98
164,09/2021,349.84,1007.17,221.36
164,10/2021,186.63,983.46,50.46
164,11/2021,606.5,2.29,490.24
164,12/2021,41.9,85.84,148.08
164,01/2022,483.92,963.34,431.14
164,02/2022,928.55,902.91,39.61
164,03/2022,63.98,264.89,12.15
164,04/2022,980.64,122.72,212.24
164,05/2022,867.71,783.58,299.46
164,06/2022,914.81,1193.19,19.46
164,07/2022,237.24,784.86,288.72
164,08/2022,499.22,1389.83,31.59
164,09/2022,91.36,901.95,243.32
164,10/2022,109.21,1420.99,1.7
164,11/2022,808.99,1339.87,410.87
164,12/2022,203.8,386.17,425.16
164,01/2023,862.3,1041.01,495.03
164,02/2023,928.47,762.82,478.58
164,03/2023,651.31,901.6,495.74
164,04/2023,864.67,435.08,263.05
164,05/2023,600.46,940.48,44.17
164,06/2023,936.9,361.77,350.06
164,07/2023,250.86,1015.63,130.95
165,01/2021,990.91,45.0,275.64
165,02/2021,501.55,1406.7,323.89
165,03/2021,286.44,1038.67,200.85
165,04/2021,717.89,438.66,292.92
165,05/2021,618.58,1349.67,74.79
165,06/2021,141.41,186.61,434.37
165,07/2021,539.78,1062.59,441.56
165,08/2021,774.81,1009.1,13.12
165,09/2021,559.87,27.65,354.45
165,10/2021,118.68,1450.26,166.07
165,11/2021,506.66,1153.95,124.28
165,12/2021,195.61,1061.57,242.96
165,01/2022,337.1,1403.16,77.21
165,02/2022,36.96,936.67,94.37
165,03/2022,987.32,396.61,3.14
165,04/2022,908.64,65.81,270.76
165,05/2022,57.17,541.02,2.84
165,06/2022,226.33,683.05,126.05
165,07/2022,11.06,80.63,407.45
165,08/2022,521.33,213.13,79.5
165,09/2022,278.6,1486.62,439.76
165,10/2022,352.24,893.82,433.68
165,11/2022,954.86,1315.66,34.9
165,12/2022,688.92,129.9,489.03
165,01/2023,133.18,113.06,384.8
165,02/2023,883.82,1020.82,452.5
165,03/2023,465.54,366.34,406.58
165,04/2023,223.14,1353.11,52.54
165,05/2023,192.41,1365.67,190.53
165,06/2023,374.66,1267.1,237.59
165,07/2023,432.31,413.36,356.8
166,01/2021,69.47,364.61,344.06
166,02/2021,778.03,57.33,241.56
166,03/2021,340.88,1104.78,30.15
166,04/2021,663.49,486.17,219.38
166,05/2021,517.12,388.6,44.68
166,06/2021,605.41,123.72,199.89
166,07/2021,958.58,223.99,19.66
166,08/2021,460.3,678.02,499.55
166,09/2021,240.44,701.31,114.17
166,10/2021,983.85,1233.92,414.83
166,11/2021,685.49,41.12,399.55
166,12/2021,892.26,1391.11,50.89
166,01/2022,96.28,1388.1,401.28
166,02/2022,529.75,1371.61,263.13
166,03/2022,434.67,841.62,389.51
166,04/2022,553.36,312.61,495.4
166,05/2022,698.85,713.82,451.82
166,06/2022,943.73,1462.91,84.66
166,07/2022,300.19,1039.58,156.1
166,08/2022,962.6,1307.86,231.53
166,09/2022,133.2,1058.24,208.46
166,10/2022,593.66,1217.85,350.44
166,11/2022,159.13,345.56,169.69
166,12/2022,93.91,510.54,473.81
166,01/2023,592.36,800.58,35.25
166,02/2023,621.84,1228.36,237.95
166,03/2023,694.05,864.85,124.9
166,04/2023,976.91,416.57,149.26
166,05/2023,745.22,1328.75,472.19
166,06/2023,209.79,741.61,148.81
166,07/2023,883.8,928.98,313.92
167,01/2021,505.81,1399.69,168.36
167,02/2021,453.61,1199.48,296.33
167,03/2021,485.87,1372.23,380.62
167,04/2021,47.35,1053.39,379.77
167,05/2021,872.84,129.31,438.88
167,06/2021,617.24,811.54,496.84
167,07/2021,83.5,1183.63,109.09
167,08/2021,824.49,170.57,43.62
167,09/2021,899.89,269.6,80.03
167,10/2021,197.85,192.33,495.7
167,11/2021,629.47,627.07,289.47
167,12/2021,522.82,367.22,232.56
167,01/2022,219.26,1205.57,259.83
167,02/2022,229.07,337.08,260.12
167,03/2022,517.65,409.08,396.41
167,04/2022,456.94,878.25,45.99
167,05/2022,868.58,1492.15,477.45
167,06/2022,801.09,1022.54,110.48
167,07/2022,343.78,1396.49,115.75
167,08/2022,923.85,986.84,449.9
167,09/2022,916.33,922.95,122.18
167,10/2022,799.8,312.07,334.26
167,11/2022,461.84,1499.38,181.34
167,12/2022,414.09,1094.89,434.57
167,01/2023,524.21,1321.92,76.71
167,02/2023,714.9,753.36,304.47
167,03/2023,685.71,1119.63,277.02
167,04/2023,440.9,856.96,335.5
167,05/2023,332.94,178.25,436.37
167,06/2023,187.27,300.2,225.39
167,07/2023,746.11,487.31,160.44
168,01/2021,650.49,913.91,319.05
168,02/2021,565.52,610.95,228.64
168,03/2021,613.38,638.74,428.99
168,04/2021,308.8,1220.84,240.37
168,05/2021,778.57,213.17,223.63
168,06/2021,348.92,767.67,457.15
168,07/2021,322.53,1482.48,405.65
168,08/2021,462.06,1217.8,297.35
168,09/2021,986.11,541.25,297.66
168,10/2021,253.01,8.73,429.73
168,11/2021,680.07,408.28,87.24
168,12/2021,594.24,905.85,381.0
168,01/2022,9.48,703.78,104.73
168,02/2022,106.78,1197.64,357.71
168,03/2022,662.19,1424.2,432.19
168,04/2022,414.0,950.17,282.33
168,05/2022,57.95,1402.13,9.71
168,06/2022,505.88,1476.64,176.03
168,07/2022,908.22,319.72,393.92
168,08/2022,642.91,537.24,35.49
168,09/2022,894.01,1015.86,86.85
168,10/2022,893.68,1135.48,495.36
168,11/2022,856.06,1105.07,327.89
168,12/2022,869.87,207.78,221.32
168,01/2023,294.54,504.04,76.18
168,02/2023,397.0,429.8,199.83
168,03/2023,913.54,1414.51,225.22
168,04/2023,685.5,801.32,371.06
168,05/2023,988.17,1399.69,291.82
168,06/2023,736.07,627.66,59.74
168,07/2023,700.64,925.55,426.39
169,01/2021,111.3,25.17,396.69
169,02/2021,243.99,1153.23,341.37
169,03/2021,192.25,1223.65,409.61
169,04/2021,705.93,1353.53,182.23
169,05/2021,783.39,383.23,323.02
169,06/2021,539.9,915.65,252.0
169,07/2021,677.11,503.16,115.74
169,08/2021,404.11,376.92,33.3
169,09/2021,393.7,1004.56,53.89
169,10/2021,194.09,1013.16,366.59
169,11/2021,732.79,603.19,82.04
169,12/2021,160.05,1391.7,81.31
169,01/2022,880.36,1265.25,316.71
169,02/2022,552.84,254.07,401.22
169,03/2022,255.92,930.47,68.55
169,04/2022,59.63,1247.99,236.47
169,05/2022,836.54,425.85,2.3
169,06/2022,629.93,54.63,441.03
169,07/2022,759.67,143.08,431.38
169,08/2022,136.9,650.08,140.49
169,09/2022,773.6,1153.56,491.68
169,10/2022,703.38,554.7,330.97
169,11/2022,842.9,1462.77,254.94
169,12/2022,389.25,1141.82,413.48
169,01/2023,481.31,371.58,38.03
169,02/2023,331.01,1146.0,126.7
169,03/2023,17.0,1035.18,326.79
169,04/2023,132.84,950.42,191.33
169,05/2023,585.75,902.49,405.46
169,06/2023,223.14,1420.98,355.4
169,07/2023,425.4,260.13,420.5
170,01/2021,450.47,1434.12,69.79
170,02/2021,886.69,1053.35,409.02
170,03/2021,83.14,1415.79,159.76
170,04/2021,415.37,1339.03,26.66
170,05/2021,2.87,1335.92,354.45
170,06/2021,997.71,201.01,401.5
170,07/2021,949.55,788.91,246.45
170,08/2021,107.19,87.91,338.7
170,09/2021,614.83,113.24,251.48
170,10/2021,524.33,1005.85,125.93
170,11/2021,674.72,78.37,238.07
170,12/2021,933.93,588.19,353.94
170,01/2022,156.16,250.07,182.04
170,02/2022,152.47,195.9,213.89
170,03/2022,589.08,938.65,327.36
170,04/2022,711.5,1413.37,272.51
170,05/2022,544.6,910.23,279.85
170,06/2022,469.21,440.78,382.0
170,07/2022,463.86,857.92,351.29
170,08/2022,940.39,446.01,328.6
170,09/2022,93.3,1096.68,414.11
170,10/2022,46.56,911.76,200.78
170,11/2022,803.08,1022.55,34.9
170,12/2022,771.59,1115.26,123.62
170,01/2023,566.45,526.03,431.44
